family,groups,seed,repeat,order_index,method,status,certified,objective,upper_bound,relative_gap,seconds,nodes,theta_integer_solves,interval_bound_evaluations,interval_splits,thresholds_covered_by_prunes
near_tie,30,2,0,1,clique,optimal,True,528.66922455503,528.66922455503,0.0,0.1925982920001843,1233,6,18,9,22
near_tie,30,2,0,2,enumeration,optimal,True,528.66922455503,528.66922455503,0.0,0.06935479200001282,216,2,0,0,22
near_tie,30,2,0,3,scip,optimal,True,528.66922455503,528.66922455503,0.0,1.1152469170001496,269,0,0,0,0
near_tie,30,2,1,0,clique,optimal,True,528.66922455503,528.66922455503,0.0,0.1745838749993709,1233,6,18,9,22
near_tie,30,2,1,1,enumeration,optimal,True,528.66922455503,528.66922455503,0.0,0.06335045900050318,216,2,0,0,22
near_tie,30,2,1,2,scip,optimal,True,528.66922455503,528.66922455503,0.0,1.1024269170002299,269,0,0,0,0
near_tie,30,2,1,3,envelope,optimal,True,528.66922455503,528.66922455503,0.0,0.17888975000005303,1233,6,18,9,22
many_breakpoints,30,0,0,0,enumeration,optimal,True,714.2396605336495,714.2396605336496,0.0,0.5649714159999348,1952,31,0,0,120
many_breakpoints,30,0,0,1,scip,optimal,True,714.2396605336496,714.2396605336495,0.0,0.0058642920002967,1,0,0,0,0
many_breakpoints,30,0,0,2,envelope,optimal,True,714.2396605336495,714.2396605336495,0.0,0.5806105840001692,1952,34,73,36,120
many_breakpoints,30,0,0,3,clique,optimal,True,714.2396605336495,714.2396605336495,0.0,0.5733992089999447,1952,34,73,36,120
many_breakpoints,30,0,1,0,scip,optimal,True,714.2396605336496,714.2396605336495,0.0,0.0055843330001152935,1,0,0,0,0
many_breakpoints,30,0,1,1,envelope,optimal,True,714.2396605336495,714.2396605336495,0.0,0.5771703749996959,1952,34,73,36,120
many_breakpoints,30,0,1,2,clique,optimal,True,714.2396605336495,714.2396605336495,0.0,0.556164916999478,1952,34,73,36,120
many_breakpoints,30,0,1,3,enumeration,optimal,True,714.2396605336495,714.2396605336496,0.0,0.5608178330003284,1952,31,0,0,120
many_breakpoints,30,1,0,0,scip,optimal,True,711.1729335234375,711.1729335234376,0.0,0.0047196250006891205,1,0,0,0,0
many_breakpoints,30,1,0,1,envelope,optimal,True,711.1729335234375,711.1729335234375,0.0,0.5895480419994783,1470,49,103,51,105
many_breakpoints,30,1,0,2,clique,optimal,True,711.1729335234375,711.1729335234375,0.0,0.5648046659998727,1470,49,103,51,105
many_breakpoints,30,1,0,3,enumeration,optimal,True,711.1729335234375,711.1729335234375,0.0,0.5340454159995716,1470,12,0,0,105
many_breakpoints,30,1,1,0,envelope,optimal,True,711.1729335234375,711.1729335234375,0.0,0.6074518340001305,1470,49,103,51,105
many_breakpoints,30,1,1,1,clique,optimal,True,711.1729335234375,711.1729335234375,0.0,0.5809725830004027,1470,49,103,51,105
many_breakpoints,30,1,1,2,enumeration,optimal,True,711.1729335234375,711.1729335234375,0.0,0.5233094999994137,1470,12,0,0,105
many_breakpoints,30,1,1,3,scip,optimal,True,711.1729335234375,711.1729335234376,0.0,0.004773499999828346,1,0,0,0,0
many_breakpoints,30,2,0,0,envelope,time_limit,False,707.3475634685924,713.2673186633164,0.008368948308375434,5.008645625000099,46359,2,1,0,0
many_breakpoints,30,2,0,1,clique,time_limit,False,707.3475634685924,713.2673186632996,0.008368948308351809,5.008777582999755,46356,2,1,0,0
many_breakpoints,30,2,0,2,enumeration,optimal,True,712.9574507822524,712.9574507822524,0.0,0.5655795840002611,1724,12,0,0,105
many_breakpoints,30,2,0,3,scip,optimal,True,712.9574507822524,712.9574507822524,0.0,0.03683258300043235,64,0,0,0,0
many_breakpoints,30,2,1,0,clique,time_limit,False,707.3475634685924,713.2673186632996,0.008368948308351809,5.009425083999304,46345,2,1,0,0
many_breakpoints,30,2,1,1,enumeration,optimal,True,712.9574507822524,712.9574507822524,0.0,0.5508202910004911,1724,12,0,0,105
many_breakpoints,30,2,1,2,scip,optimal,True,712.9574507822524,712.9574507822524,0.0,0.03691695900033665,64,0,0,0,0
many_breakpoints,30,2,1,3,envelope,time_limit,False,707.3475634685924,713.2673186633164,0.008368948308375434,5.008924083000238,46417,2,1,0,0
